QuestionText,Category,Answer
اعرب الجملة التالية الام تهتم باطفالها,التعليم,الام مبتدا مرفوع وعلامة رفعه الضمة الظاهرة تهتم فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي باطفالها الباء حرف جر اطفال اسم مجرور وعلامة جره الكسرة الظاهرة مضاف ضمير متصل محل جر مضاف اليه
اعرب الجملة التالية الكتاب الطاولة,التعليم,الكتاب مبتدا مرفوع وعلامة رفعه الضمة الظاهرة حرف جر الطاولة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية يذهب الطالب المدرسة,التعليم,يذهب فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة الطالب فاعل مرفوع وعلامة رفعه الضمة الظاهرة حرف جر المدرسة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية السماء صافية,التعليم,السماء مبتدا مرفوع وعلامة رفعه الضمة الظاهرة صافية خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الطايرة تقلع الصباح,التعليم,الطايرة مبتدا مرفوع وعلامة رفعه الضمة الظاهرة تقلع فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي حرف جر الصباح اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية القلم جديد,التعليم,القلم مبتدا مرفوع وعلامة رفعه الضمة الظاهرة جديد خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية المعلم يشرح الدرس,التعليم,المعلم مبتدا مرفوع وعلامة رفعه الضمة الظاهرة يشرح فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة الدرس مفعول منصوب وعلامة نصبه الفتحة الظاهرة
اعرب الجملة التالية الاطفال يلعبون الحديقة,التعليم,الاطفال مبتدا مرفوع وعلامة رفعه الضمة الظاهرة يلعبون فعل مضارع مرفوع وعلامة رفعه ثبوت النون لانه الافعال الخمسة وواو الجماعة فاعل حرف جر الحديقة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية السيارة سريعة,التعليم,السيارة مبتدا مرفوع وعلامة رفعه الضمة الظاهرة سريعة خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الطيور تغني الصباح,التعليم,الطيور مبتدا مرفوع وعلامة رفعه الضمة الظاهرة تغني فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي حرف جر الصباح اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية الكتاب مفيد,التعليم,الكتاب مبتدا مرفوع وعلامة رفعه الضمة الظاهرة مفيد خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية البحر هادي,التعليم,البحر مبتدا مرفوع وعلامة رفعه الضمة الظاهرة هادي خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الشمس مشرقة,التعليم,الشمس مبتدا مرفوع وعلامة رفعه الضمة الظاهرة مشرقة خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية العصفور يطير السماء,التعليم,العصفور مبتدا مرفوع وعلامة رفعه الضمة الظاهرة يطير فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة حرف جر السماء اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية البستان جميل,التعليم,البستان مبتدا مرفوع وعلامة رفعه الضمة الظاهرة جميل خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية القطة تلعب بالكرة,التعليم,القطة مبتدا مرفوع وعلامة رفعه الضمة الظاهرة تلعب فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي بالكرة الباء حرف جر الكرة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية الوردة حمراء,التعليم,الوردة مبتدا مرفوع وعلامة رفعه الضمة الظاهرة حمراء خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الماء بارد,التعليم,الماء مبتدا مرفوع وعلامة رفعه الضمة الظاهرة بارد خبر المبتدا مرفوع وعلامة رفعه الضمة الظاهرة
