QuestionText,Category,Answer
اعرب الجملة اليتية ينا يقري كتابا ممتعا,التعليم,ينا ضمير منفصل محل رفع مبتدي يقري فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره ينا كتابا مفعول منصوب وعلامة نصبه الفتحة الظاهرة ممتعا نعت منصوب وعلامة نصبه الفتحة الظاهرة
اعرب الجملة التالية الطالب مجتهد,التعليم,الطالب مبتدي مرفوع وعلامة رفعه الضمة الظاهرة مجتهد خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية اليم تهتم بيطفالها,التعليم,اليم مبتدي مرفوع وعلامة رفعه الضمة الظاهرة تهتم فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي بيطفالها الباي حرف جر يطفال اسم مجرور وعلامة جره الكسرة الظاهرة مضاف ها ضمير متصل محل جر مضاف يليه
اعرب الجملة التالية الكتاب الطاولة,التعليم,الكتاب مبتدي مرفوع وعلامة رفعه الضمة الظاهرة على حرف جر الطاولة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية يذهب الطالب يلى المدرسة,التعليم,يذهب فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة الطالب فاعل مرفوع وعلامة رفعه الضمة الظاهرة يلى حرف جر المدرسة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية السماي صافية,التعليم,السماي مبتدي مرفوع وعلامة رفعه الضمة الظاهرة صافية خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الطايرة تقلع الصباح,التعليم,الطايرة مبتدي مرفوع وعلامة رفعه الضمة الظاهرة تقلع فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي في حرف جر الصباح اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية القلم جديد,التعليم,القلم مبتدي مرفوع وعلامة رفعه الضمة الظاهرة جديد خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية المعلم يشرح الدرس,التعليم,المعلم مبتدي مرفوع وعلامة رفعه الضمة الظاهرة يشرح فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة الدرس مفعول منصوب وعلامة نصبه الفتحة الظاهرة
اعرب الجملة التالية اليطفال يلعبون الحديقة,التعليم,اليطفال مبتدي مرفوع وعلامة رفعه الضمة الظاهرة يلعبون فعل مضارع مرفوع وعلامة رفعه ثبوت النون لينه اليفعال الخمسة وواو الجماعة فاعل في حرف جر الحديقة اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية السيارة سريعة,التعليم,السيارة مبتدي مرفوع وعلامة رفعه الضمة الظاهرة سريعة خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الطيور تغني الصباح,التعليم,الطيور مبتدي مرفوع وعلامة رفعه الضمة الظاهرة تغني فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي في حرف جر الصباح اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية الكتاب مفيد,التعليم,الكتاب مبتدي مرفوع وعلامة رفعه الضمة الظاهرة مفيد خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية البحر هادي,التعليم,البحر مبتدي مرفوع وعلامة رفعه الضمة الظاهرة هادي خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية الشمس مشرقة,التعليم,الشمس مبتدي مرفوع وعلامة رفعه الضمة الظاهرة مشرقة خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية العصفور يطير السماي,التعليم,العصفور مبتدي مرفوع وعلامة رفعه الضمة الظاهرة يطير فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة في حرف جر السماي اسم مجرور وعلامة جره الكسرة الظاهرة
اعرب الجملة التالية البستان جميل,التعليم,البستان مبتدي مرفوع وعلامة رفعه الضمة الظاهرة جميل خبر المبتدي مرفوع وعلامة رفعه الضمة الظاهرة
اعرب الجملة التالية القطة تلعب بالكرة,التعليم,القطة مبتدي مرفوع وعلامة رفعه الضمة الظاهرة تلعب فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة والفاعل ضمير مستتر تقديره هي بالكرة الباي حرف جر الكرة اسم مجرور وعلامة جره الكسرة الظاهرة
